administer predictive tests,9.0
lawfully issued subpoena,9.0
allowable exception require,9.0
industry standard server,9.0
device's internal memory,9.0
legitimate educational interests,8.6
legitimate educational interest,8.6
• accrediting organizations,8.571428571428571
perform accrediting functions,8.5
internal product improvement,8.5
exercise reasonable caution,8.333333333333334
local educational authorities,8.1
certified ferpa compliant,8.0
applicable legal requirements,8.0
federal legal requirements,8.0
irs tax purposes,8.0
primary administrative contact,8.0
device internet protocol,8.0
unique anonymous identifiers,8.0
anonymized usage data,7.888888888888889
• student attendance,7.738095238095238
operating system version,7.714285714285714
latest security industry,7.666666666666667
family educational rights,7.6
ferpa regulations requires,7.5
non-personally identifiable data,7.388888888888889
analyze data collected,7.388888888888889
school e-mail address,7.333333333333334
non-public information collected,7.287878787878788
• authorized representatives,7.238095238095238
prior written consent,7.083333333333333
collecting student data,7.055555555555555
handle student data,7.055555555555555
student data entered,7.055555555555555
privacy policy governs,7.044444444444444
privacy policy carefully,7.044444444444444
provide written verification,6.7976190476190474
specific security safeguards,6.666666666666667
effective date set,6.666666666666667
data management system,6.603174603174604
• school officials,6.571428571428571
change contact choices,6.5
release aggregated data,6.388888888888889
school email address,6.333333333333334
united states law,6.166666666666667
disclose educational records,6.016666666666667
contact information support@criticoll,5.787878787878788
criticoll attendance application,5.733333333333333
criticoll ferpa policy,5.633333333333333
personal information criticoll,5.432323232323232
share personal information,5.298989898989899
tax authorities,5.0
requirements imposed,4.666666666666666
educational institution,4.6
• officials,4.571428571428571
implementing regulations,4.5
outsourced functions,4.5
product development,4.5
authorize release,4.5
united states,4.5
personally identifiable,4.5
lawful purposes,4.5
data collected,4.388888888888889
educational records,4.35
reasonable steps,4.333333333333334
implement reasonable,4.333333333333334
information collected,4.287878787878788
information choices,4.287878787878788
eligible student,4.166666666666666
• parents,4.071428571428571
student data,4.055555555555555
privacy policy,4.044444444444444
personal data,4.0
accidentally fall,4.0
things change,4.0
retention period,4.0
period demanded,4.0
school official,4.0
school officials,4.0
human means,4.0
comptroller general,4.0
attorney general,4.0
determine eligibility,4.0
improve instruction,4.0
judicial order,4.0
safe emergency,4.0
affiliated companies,4.0
joint venture,4.0
securities offering,4.0
acquirer’s affiliates,4.0
servers located,4.0
written request,4.0
longer participates,4.0
network hardware,4.0
work hard,4.0
100% immune,4.0
can’t guarantee,4.0
protective steps,4.0
smooth functioning,4.0
proper functioning,4.0
similar technologies,4.0
solely advise,4.0
potentially identify,4.0
1001 university ave,4.0
privacy statements,3.9444444444444446
privacy act,3.9444444444444446
personal information,3.898989898989899
data mining,3.888888888888889
aggregated data,3.888888888888889
statistical data,3.888888888888889
log data,3.888888888888889
advance notice,3.8
directory information,3.787878787878788
privacy notice,3.7444444444444445
system failure,3.7142857142857144
business transition,3.666666666666667
business dealings,3.666666666666667
security safeguards,3.666666666666667
security breach,3.666666666666667
send email,3.666666666666667
criticoll acknowledges,3.533333333333333
criticoll agrees,3.533333333333333
criticoll wishes,3.533333333333333
criticoll program,3.533333333333333
criticoll lcc,3.533333333333333
introduction protecting,3.5
separate agreement,3.5
parent company,3.5
essential emails,3.5
password valid,3.5
human error,3.5
small amount,3.5
collect data,3.488888888888889
user information,3.4545454545454546
collect information,3.3878787878787877
authorized user,3.3333333333333335
purpose unintended,3.333333333333333
person employed,3.333333333333333
school district,3.333333333333333
browser settings,3.333333333333333
private information,3.287878787878788
practices outlined,3.2857142857142856
financial aid,3.25
enforce terms,3.25
privacy practices,3.2301587301587302
provide products,3.2142857142857144
services directly,3.2
send requests,3.166666666666667
unauthorized disclosure,3.083333333333333
unauthorized access,3.0357142857142856
criticoll employees,3.033333333333333
authorized users,2.916666666666667
criticoll llc,2.8666666666666667
websites collect,2.85
criticoll service,2.7
verification,2.3333333333333335
legal,2.3333333333333335
address,2.3333333333333335
student,2.1666666666666665
policy,2.1
rights,2.0
unique,2.0
ferpa,2.0
officials,2.0
change,2.0
aggregated,2.0
school,2.0
safeguards,2.0
email,2.0
device,2.0
date,2.0
contact,2.0
support@criticoll,2.0
privacy,1.9444444444444444
data,1.8888888888888888
notice,1.8
information,1.7878787878787878
records,1.75
unauthorized,1.75
provide,1.7142857142857142
system,1.7142857142857142
set,1.6666666666666667
disclose,1.6666666666666667
business,1.6666666666666667
law,1.6666666666666667
authorized,1.6666666666666667
send,1.6666666666666667
security,1.6666666666666667
user,1.6666666666666667
collect,1.6
criticoll,1.5333333333333334
protecting,1.5
private,1.5
agreement,1.5
company,1.5
employees,1.5
amount,1.5
requests,1.5
products,1.5
parents,1.5
emails,1.5
password,1.5
error,1.5
share,1.4
llc,1.3333333333333333
person,1.3333333333333333
purpose,1.3333333333333333
consent,1.3333333333333333
disclosure,1.3333333333333333
district,1.3333333333333333
browser,1.3333333333333333
practices,1.2857142857142858
access,1.2857142857142858
websites,1.25
users,1.25
request,1.25
terms,1.25
aid,1.25
services,1.2
application,1.2
service,1.1666666666666667
https,1.0
//criticoll,1.0
document,1.0
refer,1.0
committed,1.0
read,1.0
ensure,1.0
understand,1.0
views,1.0
treat,1.0
adopted,1.0
enable,1.0
comply,1.0
statement,1.0
entitled,1.0
hands,1.0
party,1.0
undertakes,1.0
preserve,1.0
confidentiality,1.0
hope,1.0
reciprocate,1.0
obligations,1.0
processing,1.0
control,1.0
sell,1.0
fundamental,1.0
mission,1.0
summarize,1.0
promises,1.0
don’t,1.0
content,1.0
add,1.0
classroom,1.0
default,1.0
protect,1.0
transparent,1.0
notify,1.0
collection,1.0
sign,1.0
member,1.0
location,1.0
encourages,1.0
review,1.0
choose,1.0
link,1.0
webpage,1.0
responsible,1.0
sites,1.0
receive,1.0
edit,1.0
verify,1.0
identity,1.0
granting,1.0
taking,1.0
action,1.0
important,1.0
safeguard,1.0
mentioned,1.0
long,1.0
required,1.0
requested,1.0
laws,1.0
instructs,1.0
delete,1.0
students,1.0
governed,1.0
agreements,1.0
submit,1.0
designated,1.0
metadata,1.0
defined,1.0
abide,1.0
limitations,1.0
34 cfr 99,1.0
fulfilling,1.0
duties,1.0
monitor,1.0
writing,1.0
illustration,1.0
limitation,1.0
benefit,1.0
engage,1.0
communications,1.0
automated,1.0
fulfill,1.0
subscription,1.0
exceptions,1.0
staff,1.0
faculty,1.0
performed,1.0
agencies,1.0
secretary,1.0
education,1.0
state,1.0
disclosures,1.0
provision,1.0
made,1.0
connection,1.0
audit,1.0
evaluation,1.0
enforcement,1.0
compliance,1.0
applied,1.0
received,1.0
deemed,1.0
conditions,1.0
behalf,1.0
develop,1.0
validate,1.0
dependent,1.0
health,1.0
shared,1.0
anonymity,1.0
research,1.0
marketing,1.0
summary,1.0
parties,1.0
market,1.0
event,1.0
time,1.0
identifies,1.0
enter,1.0
publication,1.0
utilize,1.0
merger,1.0
consolidation,1.0
acquisition,1.0
sale,1.0
assets,1.0
bankruptcy,1.0
reorganization,1.0
liquidation,1.0
dissolution,1.0
transfer,1.0
acknowledge,1.0
transfers,1.0
permitted,1.0
acquirer,1.0
continue,1.0
opt-out,1.0
opt,1.0
accounts,1.0
update,1.0
hosted,1.0
operated,1.0
subject,1.0
storing,1.0
database,1.0
observe,1.0
site,1.0
professors,1.0
user-id,1.0
duration,1.0
permit,1.0
destroy,1.0
destroyed,1.0
60 days,1.0
termination,1.0
notwithstanding,1.0
foregoing,1.0
retained,1.0
software,1.0
protected,1.0
maintain,1.0
integrity,1.0
systems,1.0
outages,1.0
attacks,1.0
factors,1.0
compromise,1.0
learn,1.0
attempt,1.0
posting,1.0
homepage,1.0
provided,1.0
additionally,1.0
telephone,1.0
assist,1.0
efforts,1.0
notification,1.0
cookies,1.0
inform,1.0
case,1.0
utilizing,1.0
statistics,1.0
files,1.0
commonly,1.0
visit,1.0
stored,1.0
download/login,1.0
app,1.0
accept,1.0
record,1.0
consented,1.0
prevent,1.0
functionality,1.0
critical,1.0
stopping,1.0
review/modification,1.0
current,1.0
apply,1.0
posted,1.0
day,1.0
print,1.0
copy,1.0
question,1.0
acceptable,1.0
respect,1.0
agree,1.0
infringe,1.0
restrict,1.0
inhibit,1.0
else’s,1.0
enjoyment,1.0
storage,1.0
store,1.0
individual,1.0
built,1.0
platform,1.0
aggregate,1.0
real-time,1.0
biometric,1.0
saved,1.0
questions,1.0
feedback,1.0
607-6494,1.0
mail,1.0
apt 1204,1.0
407,0
